country,state,postcode,street,building,address_id
Australia,NSW,2212,Dahle Junction,6541,1172
Australia,NSW,2150,Swallow Parkway,858,1173
Australia,NSW,2118,Independence Drive,5,1174
Australia,QLD,4012,Kedzie Street,525,1175
Australia,NSW,2747,Logan Court,3890,1176
Australia,QLD,4217,Clyde Gallagher Court,8,1177
Australia,NSW,2430,Elka Terrace,62,1178
Australia,VIC,3039,Johnson Alley,85931,1179
Australia,NSW,2017,Clove Court,63588,1180
Australia,NSW,2213,Stang Way,86,1181
Australia,NSW,2061,Westridge Hill,84,1182
Australia,VIC,3644,Vera Parkway,53740,1183
Australia,NSW,2104,Ramsey Parkway,2,1184
Australia,VIC,3173,Mesta Drive,651,1185
Australia,NSW,2830,Merrick Parkway,1,1186
Australia,NSW,2044,Crest Line Drive,135,1187
Australia,NSW,2168,Anzinger Trail,63576,1188
Australia,NSW,2320,Charing Cross Plaza,5,1189
Australia,QLD,4118,Farmco Drive,261,1190
Australia,VIC,3043,Northport Hill,0,1191
Australia,NSW,2251,Maple Wood Drive,894,1192
Australia,NSW,2560,Daystar Lane,5,1193
Australia,NSW,2873,Division Hill,81167,1194
Australia,NSW,2541,Bellgrove Lane,761,1195
Australia,QLD,4350,Shopko Trail,614,1196
Australia,NSW,2761,Waxwing Point,1911,1197
Australia,NSW,2155,Kedzie Junction,0,1198
Australia,QLD,4017,Forster Parkway,108,1199
Australia,NSW,2222,Briar Crest Junction,466,1200
Australia,NSW,2222,Ridge Oak Junction,6072,1201
Australia,VIC,3429,Morningstar Drive,31445,1202
Australia,NSW,2321,Schurz Street,22619,1203
Australia,NSW,2079,Kim Avenue,61,1204
Australia,VIC,3072,Merchant Circle,12103,1205
Australia,NSW,2230,Porter Center,3,1206
Australia,NSW,2007,Luster Trail,7,1207
Australia,NSW,2620,Dahle Avenue,7,1208
Australia,VIC,3034,Magdeline Trail,7,1209
Australia,NSW,2086,Lindbergh Parkway,275,1210
Australia,NSW,2231,Tennessee Alley,592,1211
Australia,VIC,3175,American Ash Parkway,0,1212
Australia,NSW,2580,Pawling Drive,387,1213
Australia,VIC,3037,Evergreen Road,0,1214
Australia,VIC,3550,Cascade Place,51529,1215
Australia,VIC,3218,Ryan Road,457,1216
Australia,NSW,2020,Buell Circle,94219,1217
Australia,VIC,3930,Lukken Park,267,1218
Australia,NSW,2480,Harbort Road,54,1219
Australia,NSW,2259,American Place,81,1220
Australia,VIC,3130,Thackeray Place,2388,1221
Australia,VIC,3029,Basil Way,85957,1222
Australia,NSW,2285,Cottonwood Junction,1,1223
Australia,NSW,2830,Sutherland Terrace,37,1224
Australia,NSW,2119,Grasskamp Trail,7929,1225
Australia,NSW,2153,Hoard Pass,4,1226
Australia,NSW,2120,Dunning Alley,2,1227
Australia,QLD,4573,7th Road,61949,1228
Australia,NSW,2085,Lotheville Court,26,1229
Australia,NSW,2763,Mandrake Alley,3765,1230
Australia,NSW,2852,Lakewood Gardens Road,67348,1231
Australia,VIC,3030,Birchwood Parkway,14,1232
Australia,VIC,3677,Katie Center,17357,1233
Australia,VIC,3030,Kennedy Junction,5772,1234
Australia,QLD,4122,Melody Alley,560,1235
Australia,NSW,2760,Waubesa Center,92,1236
Australia,NSW,2750,Kropf Point,359,1237
Australia,VIC,3806,Scott Place,75,1238
Australia,NSW,2155,Eliot Lane,2,1239
Australia,NSW,2127,Truax Terrace,3466,1240
Australia,NSW,2155,7th Terrace,9,1241
Australia,QLD,4873,Merrick Avenue,65209,1242
Australia,QLD,4820,Duke Junction,90351,1243
Australia,QLD,4873,Glacier Hill Junction,47,1244
Australia,QLD,4817,Carberry Way,7978,1245
Australia,QLD,4818,Arapahoe Hill,795,1246
Australia,QLD,4519,Lerdahl Plaza,6,1247
Australia,QLD,4806,Emmet Road,60320,1248
Australia,QLD,4805,Golf Pass,11,1249
Australia,QLD,4701,Northport Drive,563,1250
Australia,NSW,2478,Eggendart Court,8,1251
Australia,QLD,4560,Spenser Street,91336,1252
Australia,QLD,4740,Rockefeller Avenue,33,1253
Australia,QLD,4720,Sundown Circle,71,1254
Australia,QLD,4702,Bayside Way,33,1255
Australia,QLD,4702,Hollow Ridge Avenue,23,1256
Australia,QLD,4127,Mariners Cove Plaza,16623,1257
Australia,QLD,4670,Shoshone Lane,884,1258
Australia,QLD,4670,Prentice Point,12,1259
Australia,QLD,4670,Warner Park,7008,1260
Australia,QLD,4655,Heffernan Park,51673,1261
Australia,QLD,4610,Meadow Ridge Alley,32,1262
Australia,QLD,4655,Clarendon Lane,37,1263
Australia,QLD,4551,Onsgard Court,7,1264
Australia,QLD,4702,Victoria Park,543,1265
Australia,QLD,4702,Toban Hill,640,1266
Australia,QLD,4506,Corben Crossing,93,1267
Australia,QLD,4503,Portage Junction,26,1268
Australia,QLD,4503,Mendota Circle,7928,1269
Australia,QLD,4512,Raven Place,1075,1270
Australia,QLD,4511,Summerview Pass,0,1271
Australia,QLD,4500,Shopko Trail,7310,1272
Australia,QLD,4380,Kenwood Plaza,6659,1273
Australia,QLD,4370,Knutson Alley,41,1274
Australia,QLD,4817,Roxbury Court,67396,1275
Australia,QLD,4350,Hauk Court,55,1276
Australia,QLD,4213,Tony Road,131,1277
Australia,QLD,4340,Elgar Trail,791,1278
Australia,QLD,4122,Welch Street,617,1279
Australia,QLD,4306,Namekagon Plaza,1,1280
Australia,QLD,4306,Blaine Road,3,1281
Australia,QLD,4306,Pankratz Plaza,77,1282
Australia,QLD,4306,Veith Lane,4081,1283
Australia,QLD,4306,Elgar Park,55,1284
Australia,QLD,4306,Fair Oaks Trail,9821,1285
Australia,QLD,4305,Buell Pass,19679,1286
Australia,QLD,4304,Kinsman Alley,8,1287
Australia,QLD,4301,Toban Way,9989,1288
Australia,QLD,4300,Butterfield Pass,378,1289
Australia,QLD,4212,Schurz Parkway,7,1290
Australia,QLD,4209,Autumn Leaf Drive,7780,1291
Australia,QLD,4211,Reinke Drive,87,1292
Australia,QLD,4210,Gina Center,3,1293
Australia,QLD,4205,Scott Center,29,1294
Australia,QLD,4051,Lakewood Gardens Court,36072,1295
Australia,QLD,4165,Grover Place,408,1296
Australia,QLD,4165,Ridge Oak Road,392,1297
Australia,QLD,4053,Sugar Junction,9,1298
Australia,QLD,4217,Golf View Parkway,917,1299
Australia,QLD,4130,Warrior Parkway,16039,1300
Australia,QLD,4124,School Place,3,1301
Australia,QLD,4208,Corry Avenue,9120,1302
Australia,QLD,4123,Shoshone Way,2,1303
Australia,QLD,4118,Vidon Point,32,1304
Australia,QLD,4115,Bunting Point,515,1305
Australia,QLD,4164,Westerfield Hill,67727,1306
Australia,QLD,4127,Moland Parkway,0,1307
Australia,QLD,4115,Dahle Alley,764,1308
Australia,QLD,4152,Shasta Plaza,72,1309
Australia,NSW,2452,Esch Park,210,1310
Australia,VIC,3931,Fulton Hill,55326,1311
Australia,QLD,4280,Bartelt Junction,482,1312
Australia,QLD,4300,Monterey Hill,58563,1313
Australia,QLD,4055,Straubel Way,889,1314
Australia,QLD,4128,Dawn Court,9,1315
Australia,QLD,4500,Bartillon Terrace,1988,1316
Australia,QLD,4370,Sycamore Park,57384,1317
Australia,QLD,4017,Hoffman Road,276,1318
Australia,QLD,4053,Johnson Way,98791,1319
Australia,QLD,4020,John Wall Parkway,7,1320
Australia,QLD,4019,Eagan Court,693,1321
Australia,VIC,3188,Main Park,38,1322
Australia,VIC,3977,Shasta Street,2,1323
Australia,VIC,3806,Farmco Pass,27,1324
Australia,VIC,3940,Barnett Circle,9985,1325
Australia,VIC,3939,Fieldstone Avenue,60855,1326
Australia,VIC,3910,Dixon Crossing,2,1327
Australia,VIC,3977,Canary Trail,7,1328
Australia,VIC,3840,Golf View Way,9653,1329
Australia,VIC,3840,Mockingbird Center,433,1330
Australia,VIC,3977,Sycamore Pass,4,1331
Australia,VIC,3810,Sherman Court,833,1332
Australia,VIC,3806,Fulton Drive,0,1333
Australia,VIC,3804,Buhler Court,2885,1334
Australia,VIC,3805,Onsgard Plaza,8766,1335
Australia,VIC,3765,Cottonwood Trail,5061,1336
Australia,VIC,3757,Dahle Drive,5,1337
Australia,NSW,2582,Shopko Pass,5063,1338
Australia,VIC,3196,Hagan Pass,9,1339
Australia,VIC,3747,Lighthouse Bay Pass,87897,1340
Australia,VIC,3677,Lawn Junction,294,1341
Australia,VIC,3620,Springview Terrace,5,1342
Australia,VIC,3620,Logan Drive,9,1343
Australia,VIC,3630,Del Sol Trail,6002,1344
Australia,VIC,3151,Acker Alley,77,1345
Australia,VIC,3023,Hansons Place,38,1346
Australia,VIC,3564,Crescent Oaks Point,30,1347
Australia,VIC,3199,Utah Plaza,784,1348
Australia,VIC,3500,Nevada Circle,5298,1349
Australia,VIC,3444,Ramsey Place,0,1350
Australia,VIC,3444,Miller Avenue,7006,1351
Australia,VIC,3076,Bayside Pass,1,1352
Australia,VIC,3380,Golf View Road,43811,1353
Australia,VIC,3340,Green Ridge Avenue,19,1354
Australia,VIC,3338,Lukken Way,91079,1355
Australia,VIC,3337,Gulseth Park,1450,1356
Australia,VIC,3280,Boyd Terrace,1,1357
Australia,VIC,3224,Almo Alley,9,1358
Australia,VIC,3222,Tony Street,16,1359
Australia,VIC,3222,Mariners Cove Street,2505,1360
Australia,VIC,3222,Sundown Place,970,1361
Australia,QLD,4164,Roxbury Crossing,261,1362
Australia,VIC,3226,Harbort Terrace,5413,1363
Australia,VIC,3204,Scott Lane,3444,1364
Australia,VIC,3201,Schlimgen Alley,3,1365
Australia,VIC,3201,Darwin Alley,162,1366
Australia,VIC,3840,Division Pass,66,1367
Australia,VIC,3198,Forster Crossing,6,1368
Australia,VIC,3198,Hermina Drive,939,1369
Australia,VIC,3190,Warrior Crossing,393,1370
Australia,VIC,3156,Rigney Center,3962,1371
Australia,VIC,3169,Bonner Point,64201,1372
Australia,VIC,3170,Grasskamp Pass,0,1373
Australia,VIC,3163,Paget Road,3831,1374
Australia,VIC,3161,Mcbride Circle,46523,1375
Australia,VIC,3791,Mallory Circle,29,1376
Australia,VIC,3156,Amoth Place,6229,1377
Australia,VIC,3155,Fairview Hill,952,1378
Australia,VIC,3977,La Follette Lane,6,1379
Australia,QLD,4119,West Pass,6837,1380
Australia,VIC,3140,Menomonie Street,28,1381
Australia,VIC,3136,Sheridan Parkway,94,1382
Australia,VIC,3818,Claremont Junction,50,1383
Australia,VIC,3028,Eggendart Trail,70676,1384
Australia,VIC,3106,Buena Vista Avenue,5586,1385
Australia,VIC,3082,Talmadge Junction,2701,1386
Australia,VIC,3099,Mitchell Place,220,1387
Australia,VIC,3752,Tony Way,2570,1388
Australia,VIC,3754,Alpine Lane,12,1389
Australia,VIC,3140,Northfield Point,6,1390
Australia,VIC,3068,Bluestem Place,7709,1391
Australia,VIC,3756,Clyde Gallagher Crossing,8108,1392
Australia,VIC,3061,Independence Drive,79206,1393
Australia,VIC,3048,Ridgeway Plaza,60447,1394
Australia,VIC,3046,Milwaukee Park,4,1395
Australia,QLD,4217,Cordelia Lane,73506,1396
Australia,VIC,3036,Rowland Road,0,1397
Australia,VIC,3107,Charing Cross Road,42829,1398
Australia,VIC,3030,Sutteridge Hill,7530,1399
Australia,VIC,3022,Milwaukee Center,88545,1400
Australia,VIC,3020,Shelley Terrace,70,1401
Australia,VIC,3049,Kropf Way,12439,1402
Australia,VIC,3015,Rigney Terrace,931,1403
Australia,NSW,2880,Anderson Court,6,1404
Australia,VIC,3500,Lukken Center,11207,1405
Australia,NSW,2870,Haas Trail,4370,1406
Australia,NSW,2259,Tony Trail,45,1407
Australia,NSW,2830,Dovetail Avenue,46,1408
Australia,NSW,2880,Farmco Road,967,1409
Australia,NSW,2763,Talisman Way,623,1410
Australia,NSW,2774,Evergreen Junction,837,1411
Australia,NSW,2155,West Avenue,21,1412
Australia,NSW,2770,Kings Hill,83758,1413
Australia,NSW,2750,Veith Alley,8,1414
Australia,NSW,2767,Pond Avenue,9,1415
Australia,NSW,2767,Doe Crossing Terrace,255,1416
Australia,NSW,2765,Alpine Circle,2,1417
Australia,NSW,2769,Talisman Trail,0,1418
Australia,NSW,2762,Banding Lane,5700,1419
Australia,NSW,2745,Eggendart Point,94079,1420
Australia,NSW,2761,Sauthoff Road,87038,1421
Australia,NSW,2761,Fulton Junction,4817,1422
Australia,NSW,2761,Transport Alley,22,1423
Australia,NSW,2760,Grim Road,1231,1424
Australia,NSW,2794,Rigney Center,3,1425
Australia,NSW,2759,Buell Trail,7847,1426
Australia,NSW,2750,Fieldstone Pass,42946,1427
Australia,NSW,2759,Beilfuss Street,1617,1428
Australia,NSW,2756,Everett Circle,64,1429
Australia,NSW,2756,Melrose Pass,184,1430
Australia,NSW,2756,Park Meadow Street,8934,1431
Australia,NSW,2756,Evergreen Way,14155,1432
Australia,NSW,2777,West Hill,26607,1433
Australia,NSW,2749,Mandrake Place,53649,1434
Australia,NSW,2154,Trailsway Parkway,223,1435
Australia,NSW,2749,Elmside Pass,8999,1436
Australia,NSW,2773,Steensland Parkway,53,1437
Australia,NSW,2745,Prairie Rose Circle,8,1438
Australia,NSW,2747,Texas Pass,3416,1439
Australia,NSW,2323,Macpherson Hill,8088,1440
Australia,NSW,2640,Jenna Trail,6418,1441
Australia,VIC,3690,Hermina Court,70262,1442
Australia,NSW,2630,Coolidge Hill,89684,1443
Australia,NSW,2260,International Junction,0,1444
Australia,NSW,2594,Carioca Pass,5,1445
Australia,NSW,2579,Raven Road,6386,1446
Australia,NSW,2567,Mendota Plaza,8,1447
Australia,NSW,2567,Londonderry Trail,913,1448
Australia,NSW,2567,Tony Plaza,58516,1449
Australia,NSW,2567,Jenna Pass,583,1450
Australia,NSW,2560,Kim Plaza,77729,1451
Australia,NSW,2560,Ridge Oak Center,1253,1452
Australia,NSW,2564,Melby Street,975,1453
Australia,NSW,2560,Lien Junction,6279,1454
Australia,NSW,2570,Lukken Trail,1435,1455
Australia,NSW,2207,Darwin Terrace,25,1456
Australia,NSW,2560,Independence Hill,3,1457
Australia,QLD,4503,Stone Corner Avenue,4,1458
Australia,NSW,2557,Springs Drive,14179,1459
Australia,NSW,2565,Green Ridge Place,8,1460
Australia,NSW,2536,Red Cloud Pass,55,1461
Australia,NSW,2530,Spohn Drive,21,1462
Australia,NSW,2207,Myrtle Street,11606,1463
Australia,NSW,2519,Hagan Pass,45725,1464
Australia,NSW,2439,Jenifer Alley,93482,1465
Australia,NSW,2528,Gulseth Plaza,4,1466
Australia,NSW,2506,Canary Parkway,0,1467
Australia,NSW,2487,Dayton Center,2,1468
Australia,NSW,2448,Summer Ridge Way,25607,1469
Australia,NSW,2450,Schlimgen Circle,828,1470
Australia,NSW,2440,Thompson Junction,558,1471
Australia,NSW,2290,Main Plaza,589,1472
Australia,NSW,2440,Blaine Junction,472,1473
Australia,NSW,2340,Express Pass,12,1474
Australia,QLD,4509,Norway Maple Drive,76,1475
Australia,NSW,2340,Oriole Hill,4,1476
Australia,NSW,2333,North Court,38,1477
Australia,NSW,2428,Pepper Wood Point,7231,1478
Australia,NSW,2263,La Follette Hill,941,1479
Australia,NSW,2769,Barby Trail,2,1480
Australia,NSW,2282,Canary Circle,29133,1481
Australia,NSW,2325,Redwing Street,12,1482
Australia,NSW,2325,Ruskin Lane,57835,1483
Australia,NSW,2323,Mifflin Terrace,7,1484
Australia,NSW,2289,Prairieview Center,7509,1485
Australia,NSW,2320,Delaware Hill,7,1486
Australia,NSW,2285,Oneill Plaza,15012,1487
Australia,NSW,2290,School Park,4861,1488
Australia,NSW,2287,Sycamore Pass,9,1489
Australia,NSW,2307,Prentice Circle,5,1490
Australia,NSW,2259,Artisan Park,81,1491
Australia,NSW,2261,Declaration Hill,7764,1492
Australia,NSW,2251,Sutteridge Lane,7049,1493
Australia,NSW,2250,Dexter Crossing,40,1494
Australia,NSW,2261,Morrow Terrace,543,1495
Australia,NSW,2250,Marquette Center,36,1496
Australia,NSW,2233,Arizona Way,8,1497
Australia,NSW,2450,Schiller Lane,78960,1498
Australia,NSW,2232,Hoepker Street,75,1499
Australia,NSW,2211,Emmet Terrace,39677,1500
Australia,NSW,2229,Bay Hill,30,1501
Australia,NSW,2223,Canary Plaza,6,1502
Australia,NSW,2228,Maywood Court,4,1503
Australia,NSW,2232,Corscot Hill,4489,1504
Australia,NSW,2227,7th Place,941,1505
Australia,NSW,2223,Bayside Place,9,1506
Australia,NSW,2234,Fisk Street,8802,1507
Australia,NSW,2210,Darwin Court,81,1508
Australia,NSW,2219,Dorton Hill,54295,1509
Australia,NSW,2212,Spohn Drive,29,1510
Australia,NSW,2211,Bellgrove Park,87746,1511
Australia,NSW,2210,Colorado Place,4517,1512
Australia,NSW,2210,Hollow Ridge Crossing,91433,1513
Australia,NSW,2207,Garrison Way,237,1514
Australia,NSW,2260,Bartillon Circle,7,1515
Australia,NSW,2190,Nelson Terrace,22,1516
Australia,NSW,2567,Pepper Wood Drive,96,1517
Australia,NSW,2176,Moose Terrace,79055,1518
Australia,NSW,2200,Mesta Alley,520,1519
Australia,NSW,2760,Bartelt Trail,534,1520
Australia,NSW,2200,Duke Crossing,3009,1521
Australia,NSW,2161,Lindbergh Street,484,1522
Australia,NSW,2848,Luster Drive,83,1523
Australia,NSW,2171,Mcguire Junction,28,1524
Australia,NSW,2145,Truax Trail,6750,1525
Australia,NSW,2767,Holy Cross Terrace,84749,1526
Australia,NSW,2170,Clyde Gallagher Road,486,1527
Australia,NSW,2165,Vera Lane,305,1528
Australia,NSW,2567,Moulton Drive,2,1529
Australia,NSW,2168,Alpine Avenue,213,1530
Australia,NSW,2040,Saint Paul Parkway,2,1531
Australia,NSW,2759,Trailsway Center,7921,1532
Australia,NSW,2148,Pine View Hill,90323,1533
Australia,NSW,2177,Hooker Plaza,27,1534
Australia,NSW,2160,Bluejay Hill,193,1535
Australia,NSW,2154,Monument Junction,8,1536
Australia,NSW,2155,Portage Road,22,1537
Australia,NSW,2155,Mosinee Place,243,1538
Australia,NSW,2745,Southridge Alley,65,1539
Australia,NSW,2155,Maple Wood Center,16,1540
Australia,VIC,3196,Ruskin Plaza,8595,1541
Australia,NSW,2153,Eastwood Street,2,1542
Australia,NSW,2768,Delaware Avenue,68,1543
Australia,NSW,2153,Buhler Avenue,8167,1544
Australia,NSW,2148,Grim Pass,46,1545
Australia,NSW,2153,Sutteridge Trail,4,1546
Australia,NSW,2075,Boyd Road,8,1547
Australia,NSW,2768,Bobwhite Park,8,1548
Australia,NSW,2148,Ludington Terrace,62047,1549
Australia,NSW,2768,Maple Circle,277,1550
Australia,NSW,2148,Mendota Center,845,1551
Australia,NSW,2147,Corscot Drive,13795,1552
Australia,NSW,2768,Twin Pines Place,8,1553
Australia,NSW,2763,Jenifer Point,7236,1554
Australia,NSW,2118,Darwin Parkway,2,1555
Australia,NSW,2144,Northfield Crossing,57878,1556
Australia,NSW,2142,Donald Crossing,61,1557
Australia,NSW,2145,Rutledge Parkway,842,1558
Australia,QLD,4878,Emmet Trail,8462,1559
Australia,NSW,2076,Moland Terrace,6265,1560
Australia,NSW,2126,Rowland Way,4,1561
Australia,NSW,2289,Jenna Alley,4488,1562
Australia,NSW,2154,Toban Junction,4,1563
Australia,NSW,2122,Manley Avenue,5,1564
Australia,NSW,2155,Eastlawn Court,9,1565
Australia,NSW,2073,Leroy Junction,97910,1566
Australia,NSW,2121,Rutledge Drive,608,1567
Australia,NSW,2126,Heffernan Crossing,8,1568
Australia,NSW,2121,Northfield Circle,9,1569
Australia,NSW,2119,Morning Parkway,996,1570
Australia,NSW,2153,Hintze Parkway,7015,1571
Australia,NSW,2120,Buena Vista Plaza,3525,1572
Australia,NSW,2118,Hallows Pass,6,1573
Australia,NSW,2112,Huxley Alley,7317,1574
Australia,NSW,2101,Hanover Avenue,82,1575
Australia,QLD,4227,Nelson Circle,3384,1576
Australia,NSW,2251,Pepper Wood Junction,45314,1577
Australia,NSW,2101,John Wall Road,85301,1578
Australia,NSW,2100,Lindbergh Alley,277,1579
Australia,NSW,2148,Logan Junction,6,1580
Australia,NSW,2099,Becker Court,70416,1581
Australia,NSW,2119,Fordem Street,256,1582
Australia,NSW,2079,Laurel Junction,7,1583
Australia,NSW,2126,Hallows Drive,7032,1584
Australia,NSW,2775,Arrowood Center,78000,1585
Australia,QLD,4132,Elgar Place,5,1586
Australia,NSW,2073,Veith Drive,54,1587
Australia,NSW,2077,Michigan Plaza,0,1588
Australia,NSW,2065,Buena Vista Center,2272,1589
Australia,NSW,2100,Thackeray Avenue,0,1590
Australia,VIC,3197,Warrior Avenue,8,1591
Australia,NSW,2086,Weeping Birch Place,5447,1592
Australia,NSW,2224,Derek Hill,19,1593
Australia,NSW,2032,Florence Street,4,1594
Australia,NSW,2035,Blackbird Point,2390,1595
Australia,QLD,4220,Sundown Point,96,1596
Australia,NSW,2567,Buell Hill,5447,1597
Australia,NSW,2777,Valley Edge Park,978,1598
Australia,QLD,4220,Dunning Junction,46,1599
Australia,QLD,4818,Dawn Drive,848,1600
Australia,VIC,3219,Glacier Hill Point,2517,1601
Australia,VIC,3023,Northfield Junction,658,1602
Australia,VIC,3809,Algoma Point,5,1603
Australia,NSW,2090,Lakewood Gardens Lane,1617,1604
Australia,NSW,2048,Oak Valley Avenue,373,1605
Australia,NSW,2031,Sherman Crossing,75164,1606
Australia,NSW,2261,Gerald Court,6491,1607
Australia,NSW,2441,Doe Crossing Road,84504,1608
Australia,NSW,2263,Schmedeman Lane,55433,1609
Australia,NSW,2261,Thackeray Place,835,1610
Australia,VIC,3183,Fuller Lane,24,1611
Australia,QLD,4877,Aberg Lane,5333,1612
Australia,QLD,4215,Melody Plaza,6,1613
Australia,VIC,3199,Dahle Crossing,50,1614
Australia,NSW,2089,Mayfield Alley,2,1615
Australia,NSW,2528,Anhalt Park,9020,1616
Australia,NSW,2131,Melby Trail,48,1617
Australia,VIC,3910,Eliot Road,1,1618
Australia,VIC,3264,South Park,94181,1619
Australia,NSW,2220,Colorado Court,718,1620
Australia,NSW,2763,Southridge Crossing,2,1621
Australia,QLD,4570,Westport Terrace,0,1622
Australia,VIC,3150,Namekagon Circle,0,1623
Australia,NSW,2528,Roxbury Pass,76,1624
Australia,QLD,4413,Hazelcrest Street,10,1625
Australia,NSW,2681,North Hill,5528,1626
Australia,QLD,4510,Sunfield Terrace,9179,1627
Australia,VIC,3977,Darwin Park,18708,1628
Australia,QLD,4220,Raven Trail,46310,1629
Australia,NSW,2138,Messerschmidt Point,49932,1630
Australia,VIC,3186,Monument Circle,6,1631
Australia,NSW,2478,Green Ridge Park,2,1632
Australia,NSW,2170,Briar Crest Circle,60,1633
Australia,VIC,3018,Schiller Trail,313,1634
Australia,NSW,2753,Bartillon Plaza,89,1635
Australia,QLD,4551,Moland Court,5,1636
Australia,VIC,3198,Mcguire Hill,20,1637
Australia,NSW,2090,Ridgeway Circle,2,1638
Australia,NSW,2047,Bultman Junction,78,1639
Australia,NSW,2043,Mariners Cove Street,4,1640
Australia,NSW,2154,Badeau Place,38330,1641
Australia,NSW,2107,Monterey Terrace,515,1642
Australia,QLD,4567,Butterfield Crossing,73363,1643
Australia,VIC,3197,Thackeray Parkway,65387,1644
Australia,NSW,2250,Hudson Parkway,6,1645
Australia,QLD,4217,Lindbergh Alley,5274,1646
Australia,NSW,2066,Scott Street,81942,1647
Australia,QLD,4011,Fordem Park,3,1648
Australia,NSW,2138,American Parkway,8012,1649
Australia,VIC,3630,Esker Court,461,1650
Australia,VIC,3161,Badeau Avenue,22,1651
Australia,QLD,4560,Kipling Avenue,58,1652
Australia,NSW,2763,Jay Court,4,1653
Australia,NSW,2795,Kedzie Circle,17974,1654
Australia,NSW,2088,Arkansas Hill,82598,1655
Australia,VIC,3195,Golden Leaf Pass,208,1656
Australia,NSW,2101,Pankratz Street,4,1657
Australia,VIC,3977,Graceland Avenue,83,1658
Australia,NSW,2155,Center Road,1041,1659
Australia,QLD,4680,Macpherson Terrace,9161,1660
Australia,NSW,2261,Gale Pass,816,1661
Australia,NSW,2221,Tennyson Pass,17485,1662
Australia,NSW,2026,Thackeray Place,9168,1663
Australia,NSW,2093,Tomscot Park,4889,1664
Australia,NSW,2155,Schmedeman Street,709,1665
Australia,NSW,2018,Steensland Alley,59,1666
Australia,VIC,3127,Reindahl Plaza,59643,1667
Australia,NSW,2217,Swallow Crossing,29438,1668
Australia,NSW,2155,Fallview Street,1,1669
Australia,NSW,2031,Bowman Park,54,1670
Australia,VIC,3068,Monterey Street,7,1671
Australia,NSW,2250,Morning Circle,1,1672
Australia,NSW,2230,Vahlen Park,41,1673
Australia,NSW,2088,Ryan Street,9175,1674
Australia,NSW,2063,Pankratz Place,2,1675
Australia,NSW,2068,Superior Plaza,18,1676
Australia,VIC,3152,Vernon Junction,9737,1677
Australia,VIC,3145,Havey Crossing,290,1678
Australia,NSW,2028,Cardinal Hill,4709,1679
Australia,QLD,4209,Fallview Plaza,87,1680
Australia,VIC,3941,Sullivan Avenue,116,1681
Australia,NSW,2068,Oneill Way,309,1682
Australia,NSW,2031,Morningstar Junction,86,1683
Australia,VIC,3146,Mosinee Court,72,1684
Australia,QLD,4670,Saint Paul Street,16,1685
Australia,NSW,2072,Northridge Drive,8,1686
Australia,NSW,2229,Hoard Street,91,1687
Australia,VIC,3087,Meadow Valley Road,36445,1688
Australia,QLD,4220,2nd Center,419,1689
Australia,VIC,3585,Dwight Way,41,1690
Australia,NSW,2112,Brickson Park Trail,1908,1691
Australia,NSW,2153,Algoma Lane,367,1692
Australia,NSW,2087,Norway Maple Junction,9037,1693
Australia,NSW,2117,Northwestern Place,1301,1694
Australia,NSW,2158,Service Park,3205,1695
Australia,QLD,4352,Pawling Place,906,1696
Australia,NSW,2064,Merrick Street,53141,1697
Australia,NSW,2768,Hollow Ridge Terrace,51,1698
Australia,VIC,3976,Boyd Alley,38233,1699
Australia,VIC,3219,Duke Parkway,21800,1700
Australia,QLD,4209,Buena Vista Pass,3,1701
Australia,NSW,2036,Victoria Place,11,1702
Australia,QLD,4105,Colorado Park,78,1703
Australia,NSW,2154,Springs Crossing,39846,1704
Australia,NSW,2211,Talisman Avenue,8,1705
Australia,NSW,2094,Waubesa Point,147,1706
Australia,QLD,4133,Dwight Point,2,1707
Australia,VIC,3437,Mallard Avenue,62,1708
Australia,VIC,3170,Onsgard Court,9,1709
Australia,NSW,2333,Clyde Gallagher Parkway,20415,1710
Australia,NSW,2570,Hagan Junction,32,1711
Australia,NSW,2121,Spohn Alley,5,1712
Australia,VIC,3205,Scott Street,8,1713
Australia,NSW,2173,Esker Crossing,2862,1714
Australia,VIC,3071,Lillian Street,3,1715
Australia,VIC,3040,Karstens Place,644,1716
Australia,QLD,4817,Graedel Drive,0,1717
Australia,NSW,2290,Menomonie Plaza,86,1718
Australia,QLD,4212,Lerdahl Lane,7233,1719
Australia,NSW,2137,Golf View Junction,5676,1720
Australia,NSW,2323,Mcguire Terrace,2,1721
Australia,NSW,2203,Tomscot Plaza,773,1722
Australia,NSW,2230,Fisk Way,5,1723
Australia,NSW,2770,Pierstorff Place,0,1724
Australia,NSW,2153,Straubel Trail,25253,1725
Australia,NSW,2089,Nevada Circle,752,1726
Australia,QLD,4161,Mitchell Terrace,672,1727
Australia,VIC,3046,Parkside Trail,78,1728
Australia,NSW,2284,Dottie Park,7962,1729
Australia,QLD,4558,Westport Center,0,1730
Australia,QLD,4655,Dawn Park,63862,1731
Australia,QLD,4152,Gateway Pass,2538,1732
Australia,QLD,4121,Petterle Trail,33006,1733
Australia,VIC,3808,Loeprich Lane,130,1734
Australia,NSW,2680,Warner Road,0,1735
Australia,VIC,3796,Ohio Court,7,1736
Australia,NSW,2261,Evergreen Terrace,27,1737
Australia,QLD,4053,Ohio Drive,17,1738
Australia,QLD,4570,Lukken Way,4912,1739
