transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price;standard_cost
10235;52;1196;11/17/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10236;50;3385;3/25/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
10237;21;1376;8/14/17;True;Approved;Solex;Standard;medium;large;1071,23;380,74
10238;63;2663;2/19/17;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
10239;89;962;9/24/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
10240;4;1668;1/15/17;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
10241;28;1370;12/4/17;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
10242;39;2993;4/4/17;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
10243;73;3078;3/22/17;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
10244;51;2321;5/6/17;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
10245;49;899;11/11/17;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10246;39;2813;3/20/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
10247;98;3176;6/25/17;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
10248;46;2329;11/22/17;False;Approved;Solex;Standard;low;medium;1289,85;74,51
10249;59;1165;1/19/17;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
10250;44;10;7/13/17;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
10251;31;2464;4/26/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10252;40;963;7/1/17;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
10253;36;441;1/8/17;False;Approved;Solex;Standard;low;medium;945,04;507,58
10254;96;1133;12/13/17;;Approved;WeareA2B;Road;low;small;1172,78;1043,77
10255;0;2659;5/25/17;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
10256;0;1406;10/8/17;True;Approved;Solex;Standard;medium;medium;100,35;75,26
10257;86;580;12/6/17;False;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
10258;12;194;8/23/17;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
10259;97;2474;5/20/17;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
10260;1;709;5/15/17;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10261;78;3256;5/5/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10262;26;1557;3/12/17;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
10263;68;1825;2/9/17;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
10264;23;2826;5/8/17;False;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
10265;33;892;9/18/17;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10266;80;382;7/15/17;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
10267;80;2365;5/19/17;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
10268;13;3231;10/26/17;False;Cancelled;Solex;Standard;medium;medium;1163,89;589,27
10269;19;696;3/20/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
10270;0;923;3/3/17;False;Approved;Solex;Standard;medium;large;202,62;151,96
10271;66;828;4/10/17;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
10272;0;1942;6/8/17;False;Approved;Solex;Standard;medium;medium;100,35;75,26
10273;13;1494;11/19/17;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
10274;24;189;12/27/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
10275;98;3056;8/31/17;True;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
10276;94;1404;12/23/17;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
10277;27;47;3/10/17;False;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
10278;79;3367;5/17/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
10279;52;1113;12/1/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10280;52;1772;7/11/17;True;Approved;Solex;Road;medium;large;1777,8;820,78
10281;1;1568;8/2/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10282;33;2607;3/14/17;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10283;68;2340;12/25/17;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
10284;61;2814;2/18/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10285;84;2405;3/10/17;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
10286;14;2512;8/1/17;False;Approved;Solex;Standard;high;large;1842,92;1105,75
10287;59;2579;9/18/17;True;Approved;Solex;Standard;medium;large;1061,56;733,58
10288;79;2254;11/6/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
10289;62;1741;5/25/17;True;Approved;Solex;Standard;high;medium;1024,66;614,80
10290;80;2580;5/5/17;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
10291;36;1942;8/9/17;True;Approved;Solex;Standard;low;medium;1289,85;74,51
10292;14;2459;10/10/17;True;Approved;Solex;Standard;high;large;1842,92;1105,75
10293;4;798;12/9/17;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
10294;46;2553;1/21/17;False;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
10295;89;2787;3/12/17;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
10296;69;2397;4/13/17;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
10297;43;2013;11/15/17;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
10298;41;331;2/7/17;True;Approved;Solex;Road;medium;medium;416,98;312,74
10299;49;2822;3/6/17;;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10300;5;1606;7/22/17;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10301;67;2790;10/14/17;True;Approved;Solex;Standard;medium;large;1071,23;380,74
10302;33;3;2/23/17;False;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10303;43;2060;6/26/17;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
10304;52;2281;10/28/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
10305;89;1471;11/8/17;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
10306;62;2203;5/27/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
10307;31;264;5/11/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10308;24;1888;4/3/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
10309;89;2204;2/24/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
10310;43;148;9/11/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
10311;68;2936;11/1/17;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
10312;92;511;11/16/17;True;Cancelled;WeareA2B;Touring;medium;large;1890,39;260,14
10313;38;706;2/10/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10314;7;2463;5/20/17;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
10315;65;1547;7/6/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10316;70;673;10/29/17;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
10317;19;2995;11/18/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
10318;33;719;4/3/17;False;Cancelled;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10319;22;938;8/24/17;False;Cancelled;WeareA2B;Standard;medium;medium;60,34;45,26
10320;29;786;12/21/17;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
10321;78;532;10/22/17;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10322;56;359;5/20/17;True;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
10323;89;2446;5/26/17;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
10324;45;3346;11/12/17;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
10325;59;3013;4/28/17;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
10326;9;1016;10/25/17;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
10327;52;813;11/10/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10328;3;720;11/11/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10329;78;2543;2/7/17;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10330;21;1807;9/27/17;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10331;23;310;7/24/17;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
10332;31;389;2/4/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10333;45;2786;12/13/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
10334;67;2206;6/20/17;True;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
10335;66;2968;4/28/17;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
10336;13;2136;12/20/17;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
10337;52;3131;4/14/17;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10338;40;3047;10/24/17;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
10339;44;2022;10/12/17;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
10340;46;3220;1/19/17;False;Approved;Solex;Standard;low;medium;1289,85;74,51
10341;29;2716;1/10/17;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
10342;17;1181;11/16/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
10343;10;868;10/8/17;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10344;72;2283;7/19/17;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
10345;75;931;1/23/17;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
10346;33;793;9/14/17;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
10347;19;3165;7/3/17;False;Approved;OHM Cycles;Road;high;large;12,01;7,21
10348;90;3104;6/18/17;True;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
10349;78;3149;9/8/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10350;11;892;6/9/17;False;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
10351;5;2564;3/31/17;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10352;62;2474;6/11/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
10353;87;949;4/29/17;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
10354;0;3245;7/21/17;True;Approved;Solex;Road;medium;medium;416,98;312,74
10355;34;577;2/18/17;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
10356;88;1197;12/2/17;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
10357;81;1798;2/8/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
10358;53;1440;4/9/17;False;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
10359;31;2881;10/19/17;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10360;42;2936;1/25/17;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
10361;41;590;1/18/17;False;Approved;Solex;Road;medium;medium;416,98;312,74
10362;60;1575;7/26/17;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
10363;10;2819;3/29/17;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10364;27;843;5/17/17;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
10365;36;3400;12/4/17;True;Approved;Solex;Standard;low;medium;945,04;507,58
10366;92;3243;3/14/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
10367;0;970;7/7/17;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
10368;51;1442;3/3/17;;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
10369;43;1989;12/8/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
10370;56;2611;10/15/17;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
10371;49;3039;9/9/17;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10372;15;84;7/19/17;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
10373;0;275;8/17/17;;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
10374;13;3435;8/16/17;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
10375;76;2656;5/28/17;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
10376;36;1803;1/15/17;True;Approved;Solex;Standard;low;medium;945,04;507,58
10377;88;2695;2/7/17;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
10378;0;1405;11/27/17;False;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
10379;59;1977;9/8/17;True;Approved;Solex;Standard;medium;large;1061,56;733,58
10380;45;1947;1/20/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
10381;14;2593;10/31/17;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
10382;23;3463;2/3/17;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
10383;50;2060;7/18/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
10384;86;128;8/15/17;True;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
10385;81;2776;11/14/17;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10386;0;234;7/9/17;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
10387;68;3273;7/15/17;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
10388;41;567;10/4/17;True;Approved;Solex;Road;medium;medium;416,98;312,74
10389;1;2087;11/5/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10390;52;1957;4/7/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10391;74;614;8/8/17;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
10392;3;3324;6/27/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10393;31;1295;10/14/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10394;25;257;9/29/17;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
10395;38;440;12/19/17;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
10396;65;3352;9/1/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10397;49;2835;1/18/17;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10398;65;859;5/4/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10399;38;1531;2/21/17;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
10400;87;1214;6/9/17;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
10401;1;1435;4/30/17;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10402;91;2348;7/23/17;True;Approved;Solex;Standard;medium;medium;100,35;75,26
10403;87;2237;11/22/17;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
10404;92;3341;6/19/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
10405;18;1534;11/14/17;True;Approved;Solex;Standard;medium;medium;575,27;431,45
10406;72;156;10/27/17;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
10407;62;2535;8/4/17;True;Approved;Solex;Standard;medium;medium;478,16;298,72
10408;87;1046;11/8/17;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
10409;32;1519;2/23/17;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
10410;5;1656;10/7/17;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10411;0;395;9/11/17;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
10412;83;1486;10/6/17;False;Approved;Solex;Touring;medium;large;2083,94;675,03
10413;31;662;7/19/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
10414;3;1282;3/18/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10415;50;2493;4/13/17;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
10416;9;1296;6/8/17;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
10417;79;3467;7/2/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
10418;29;118;2/18/17;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
10419;2;994;7/21/17;False;Approved;Solex;Standard;medium;medium;71,49;53,62
10420;27;3014;9/1/17;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
10421;81;1294;7/7/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10422;90;263;11/14/17;True;Approved;Solex;Standard;low;medium;945,04;507,58
10423;58;411;3/26/17;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10424;93;3267;6/4/17;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
10425;24;1602;1/31/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
10426;21;87;7/20/17;True;Approved;Solex;Standard;medium;large;1071,23;380,74
10427;92;3022;9/26/17;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
10428;65;1806;3/13/17;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10429;24;1274;6/10/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
10430;42;1791;1/10/17;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
10431;5;2004;1/17/17;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10432;21;3462;6/3/17;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10433;13;943;3/9/17;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
10434;19;579;8/7/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
10435;14;3468;12/29/17;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
10436;49;1241;10/16/17;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10437;0;3122;4/5/17;;Approved;Solex;Standard;medium;medium;71,49;53,62
10438;88;3456;8/28/17;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
10439;8;2128;12/17/17;False;Approved;Solex;Road;medium;small;1703,52;1516,13
10440;30;3251;9/29/17;True;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
10441;93;2791;10/15/17;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
10442;42;603;4/13/17;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
10443;74;2718;1/17/17;False;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
10444;30;11;8/2/17;False;Approved;Solex;Standard;high;medium;748,17;448,90
10445;66;2750;6/17/17;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
10446;3;1123;1/4/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10447;75;874;1/21/17;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
10448;54;1080;11/13/17;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
10449;1;1233;7/2/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10450;81;2181;8/1/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10451;61;902;1/10/17;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
10452;92;797;12/9/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
10453;12;165;12/17/17;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
10454;31;240;10/3/17;True;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
10455;64;217;11/6/17;;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
10456;5;2656;3/10/17;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10457;70;310;2/7/17;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
10458;56;2855;7/16/17;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
10459;95;1847;11/28/17;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
10460;83;1233;7/15/17;True;Approved;Solex;Touring;medium;large;2083,94;675,03
10461;16;2962;9/7/17;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
10462;34;3394;10/8/17;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
10463;43;935;5/9/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
10464;66;230;2/27/17;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
10465;28;2148;6/25/17;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
10466;85;2520;1/4/17;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
10467;53;1300;11/25/17;True;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
10468;77;173;7/4/17;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
10469;57;1383;11/3/17;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
10470;23;534;12/24/17;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
10471;80;398;10/27/17;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
10472;54;2883;7/19/17;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
10473;72;395;11/30/17;False;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
10474;45;507;11/24/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
10475;54;3365;10/20/17;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
10476;10;2695;12/26/17;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10477;77;973;7/9/17;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
10478;49;508;7/5/17;;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10479;94;2201;3/19/17;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
10480;12;2468;8/30/17;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10481;25;703;5/29/17;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
10482;66;2036;9/29/17;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
10483;52;935;11/7/17;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
10484;33;1347;2/7/17;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10485;5;1956;10/24/17;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
10486;41;43;8/14/17;False;Approved;Solex;Road;medium;medium;416,98;312,74
10487;50;695;6/9/17;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
10488;12;2588;1/25/17;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10489;81;2799;3/19/17;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10490;88;799;7/27/17;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
10491;0;2512;6/22/17;False;Approved;Solex;Standard;medium;medium;71,49;53,62
10492;3;2294;3/16/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10493;78;3497;9/12/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10494;34;3113;8/28/17;True;Approved;Norco Bicycles;Road;high;large;774,53;464,72
10495;35;2360;3/25/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10496;32;3389;10/10/17;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
10497;65;3420;7/5/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10498;70;475;11/1/17;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
10499;29;701;11/25/17;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
10500;32;2118;2/11/17;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
10501;95;1274;1/21/17;;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
10502;79;3122;5/14/17;True;Approved;Solex;Touring;medium;large;2083,94;675,03
10503;88;1852;3/15/17;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
10504;18;2133;9/1/17;True;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
10505;58;361;8/6/17;False;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
10506;97;242;4/7/17;True;Approved;Solex;Standard;medium;large;202,62;151,96
10507;95;3055;7/19/17;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
10508;10;388;6/23/17;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
10509;30;1773;6/1/17;False;Approved;Solex;Standard;high;medium;748,17;448,90
10510;96;2558;11/28/17;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
10511;45;2361;6/4/17;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
10512;47;727;2/26/17;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
10513;78;2078;5/15/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
10514;2;1817;3/23/17;True;Approved;Giant Bicycles;Road;low;small;590,26;525,33
10515;69;1996;12/17/17;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
10516;64;651;5/14/17;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
10517;30;2633;10/25/17;True;Approved;Solex;Standard;high;medium;748,17;448,90
10518;59;3233;9/11/17;True;Approved;Solex;Standard;medium;large;1061,56;733,58
10519;73;924;2/8/17;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
10520;79;3408;12/8/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
10521;43;445;2/9/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
10522;2;1054;6/29/17;True;Approved;Solex;Standard;medium;medium;71,49;53,62
10523;69;2558;7/2/17;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
10524;26;2426;12/14/17;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
10525;73;2152;4/9/17;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
10526;42;3477;5/10/17;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
10527;0;2853;2/7/17;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
10528;67;1758;12/28/17;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
10529;61;1953;5/25/17;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
10530;69;2753;9/19/17;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
10531;35;1721;1/2/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10532;3;3350;5/30/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10533;33;3268;6/29/17;False;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
10534;84;691;4/13/17;False;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
10535;56;1366;6/7/17;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
10536;65;3311;1/17/17;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
10537;49;2939;9/7/17;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
10538;51;1027;3/23/17;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
10539;83;2509;9/29/17;False;Approved;Solex;Touring;medium;large;2083,94;675,03
10540;35;1427;9/23/17;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
10541;0;216;2/15/17;False;Approved;;;;;1029,36;
10542;3;346;2/16/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
10543;63;2127;9/23/17;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
10544;74;2686;7/21/17;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
